총20017건
순번,판례ID,제목,법원,사건유형,판결유형,선고일자
5340,602003,종합소득세부과처분취소등,서울고등법원,하급심,세무,2021.08.27
5341,238181,장애인복지법위반,대구지법,하급심,형사,2023.08.08
5342,240233,사전처분,대법원,대법원,가사,2022.06.09
5343,240273,매매대금반환,대법원,대법원,민사,2023.08.18
5344,603429,대여금,서울북부지방법원,하급심,민사,2024.06.13
5345,240299,근로에관한소송,대법원,대법원,민사,2023.09.21
5346,240589,임대차보증금,대법원,대법원,민사,2023.06.29
5347,241237,상수도원인자부담금부과처분취소[상수도원인자부담금을 부과할 수 있는지 여부 및 그 근거 조항이 문제된 사건],대법원,대법원,일반행정,2024.07.25
5348,240119,면책,광주지방법원,하급심,민사,2023.05.02
5349,603547,소유권이전등기[회사정리절차에서 우선분양약정에 따른 소유권이전등기청구권의 미신고 면책 여부가 문제된 사건],대법원,대법원,민사,2025.02.13
5350,240303,손해배상(기),대법원,대법원,민사,2023.09.27
5351,241639,근로자지위부존재확인[대리운전업체가 대리운전 기사를 상대로 「노동조합 및 노동관계조정법」(이하 ‘노동조합법’)상 근로자지위부존재확인을 청구한 사건],대법원,대법원,민사,2024.09.27
5352,241651,손해배상(기),대법원,대법원,민사,2024.05.30
5353,600377,구상금,부산지방법원 동부지원,하급심,민사,2022.07.12
5354,600437,임금,서울중앙지방법원,하급심,민사,2022.11.15
5355,600387,법인세경정거부처분취소,부산지방법원,하급심,세무,2020.10.16
5356,600449,차별구제청구등,서울중앙지방법원,하급심,민사,2022.02.10
5357,609095,법인에 유보된 이익을 분여하기 위하여 보수의 형식을 취한 급여는 실질적인 이익처분에 해당함,대법원,대법원,일반행정,2025.04.03
5358,600477,체납자가 배우자와 체결한 부동산 증여계약은 사해행위에 해당함,대구지방법원,하급심,민사,2025.02.18
5359,609177,직권취소한 처분의 취소를 구하는 소의 이익 여부,수원고등법원,하급심,일반행정,2025.08.27
5360,609189,사업 명의자인 원고에 대한 부과처분은 무효로 볼 수 없음,의정부지방법원,하급심,일반행정,2024.12.17
5361,608905,"채무초과 상태에서 부동산을 증여하였으므로, 사해행위에 해당",광주지방법원,하급심,민사,2024.03.21
5362,608907,"채무초과 상태에서 유일한 부동산을 매도하였으므로, 사해행위에 해당",청주지방법원,하급심,민사,2024.02.07
5363,609051,주식의 시가와 양수가액의 차액을 ‘무상으로 받은 자산의 가액’으로 보아 법인세를 부과한 이 사건 처분은 적법함,춘천지방법원,하급심,일반행정,2022.01.11
5364,609081,주식 양도계약 해지 시 미반환투자금은 계약의 위약금으로 보기 어려워 기타소득에 해당하지 아니함,서울고등법원,하급심,일반행정,2025.01.17
5365,613291,구상금,서울고등법원,하급심,민사,2025.02.12
5366,613301,시정명령및과징금납부명령취소,서울고등법원,하급심,일반행정,2025.01.23
5367,613311,증여세부과처분취소,서울행정법원,하급심,세무,2024.02.27
5368,612587,조세감면을 위하여 하나의 거래를 두 개의 거래로 나누어 2번의 조세감면을 받은 사건에 대해 실질과세원칙을 적용하여 부과한 당초 처분은 정당함,수원지방법원,하급심,일반행정,2024.06.03
5369,612619,옥탑층의 수평 투영면적의 합계가 건축면적의 1/8을 초과하여 층수에 산입할 수 있는지 여부,서울행정법원,하급심,일반행정,2025.09.25
5370,612629,"원고에게 중과세율 및 장기보유특별공제 배제를 적용할 수 없는 특별한 사정이 있다고 볼 수 없는 이상, 1세대 3주택 중과세율을 적용하여 과세하는 것은 적법함",서울고등법원,하급심,일반행정,2024.11.08
5371,612783,취득세 등 부과 처분 취소,인천지방법원,하급심,일반행정,2024.06.14
5372,612435,"수정세금계산서 발급사유에 해당하지 않고, 법령의 정한 대로 발급하지 않아 거짓 수정세금계산서에 해당함",서울고등법원,하급심,일반행정,2025.05.15
5373,612473,원고가 이 사건 주택의 위탁자에 해당하는지 여부,수원지방법원,하급심,일반행정,2025.10.23
5374,612489,가공세금계산서 수수 여부,수원지방법원,하급심,일반행정,2025.10.02
5375,612921,성폭력범죄의처벌등에관한특례법위반(친족관계에의한강간)·성폭력범죄의처벌등에관한특례법위반(친족관계에의한준강간)·성폭력범죄의처벌등에관한특례법위반(친족관계에의한강제추행)·특정범죄가중처벌등에관한법률위반(보복협박등)·특수폭행·스토킹범죄의처벌등에관한법률위반,서울고등법원,하급심,형사,2025.04.24
5376,612937,취득세등부과처분취소,서울고등법원,하급심,세무,2025.04.23
5377,612945,특정경제범죄가중처벌등에관한법률위반(사기)·사기·범죄수익은닉의규제및처벌등에관한법률위반·외국환거래법위반·특정경제범죄가중처벌등에관한법률위반(재산국외도피)·배상명령신청,수원지방법원 평택지원,하급심,형사,2024.11.13
5378,609059,조사결정이 후발적 경정청구 사유에 해당하는지 여부,서울행정법원,하급심,일반행정,2025.06.27
5379,612197,절차적 하자 및 사실과 다른 세금계산서 여부,대전지방법원,하급심,일반행정,2025.05.15
5380,612281,양도소득의 자본적 지출액은 지출사실이 신빙성있는 자료로 입증되어야 함,서울고등법원,하급심,일반행정,2025.07.17
5381,612163,이 사건 탈세제보가 중요한 자료에 해당하는지 여부,수원지방법원,하급심,일반행정,2024.09.26
5382,612177,1세대 3주택 이상,수원고등법원,하급심,일반행정,2025.02.07
5383,612195,증여재산 감정가액의 적정 여부,수원지방법원,하급심,일반행정,2024.11.28
5384,612313,상속재산의 평가기간 내 매매가액을 시가로 보고 과세표준을 산정한 것은 적법한 처분에 해당함,의정부지방법원,하급심,일반행정,2024.12.17
5385,612355,배우자 및 자녀에게 주식증여로 인한 절세라는 결과만을 보고 이 사건 증여 및 양도가 실질없는 의제배당소득 회피목적의 비합리적 거래라고 보기 어려움,서울고등법원,하급심,일반행정,2025.10.17
5386,612371,납세의무자의 신고행위에 하자가 존재하더라도 그 하자가 중대하고 명백하지 않은 한 당연무효라 볼 수 없음,수원지방법원,하급심,일반행정,2025.09.18
5387,612383,근저당권의 피담보채무가 소멸하였으므로 근저당권설정등기의 말소등기절차를 이행할 의무가 있음,대구지방법원,하급심,민사,2025.10.30
5388,612405,(심리불속행) 실제 지출사실이 입증되지 않은 자본적지출액은 공제될 수 없음,대법원,대법원,일반행정,2025.05.01
5389,612417,상속개싱일로부터 4년 경과후 이루어진 소급감정가액을 취득가액으로 인정할 수 없음,인천지방법원,하급심,일반행정,2025.02.14
5390,612483,기한후신고의 경정청구 기한은 결정일로부터 90일 이내에 하여야 함,대법원,대법원,일반행정,2023.03.14
5391,612873,장기요양급여비용환수결정처분취소[노인장기요양보험법상 주·야간보호 급여를 제공하는 장기요양기관의 ‘급식 위탁’이 문제된 사건],대법원,대법원,일반행정,2025.10.16
5392,326994,쟁점 과세기간에 이 사건 사업장 명의를 김00에게 대여하였다고 보기 어려우므로 원고를 실사업자로 보아 과세한 이 사건 처분은 적법함,대법원,대법원,일반행정,2020.01.16
5393,330286,(심리불속행) 특수관계인으로부터의 가공매입 또는 고가매입에 해당함,대법원,대법원,일반행정,2020.11.12
5394,324120,"(심리불속행) 이 사건 처분행위는 사해행위를 구성하지만, 원고의 채권의 보전에 필요하고 충분한 범위 내로 취소되어야 함",대법원,대법원,민사,2020.02.13
5395,324226,(심리불속행) 관련 민사소송에서 확정된 입회금 반환채무 이외의 입회금 반환채무를 확정부채로 볼 수 있는지 여부,대법원,대법원,일반행정,2020.03.27
5396,327198,(심리불속행)원고는 자신 소유의 부동산을 타인에게 임대하는 내용의 용역을 공급하고 그 용역의 공급대가로서 임대료를 수취하였음,대법원,대법원,일반행정,2020.11.26
5397,323968,쟁점세금계산서가 사실과 다른 세금계산서인지 여부,대구고등법원,하급심,일반행정,2020.07.24
5398,328636,상속세 연대납세의무에 대한 각자의 책임은 그가 받았거나 받을 재산을 한도로 함,대법원,대법원,일반행정,2020.09.24
5399,325390,"(심리불속행) 원고가 배우자로부터 이 사건 부동산의 취득자금을 차용하였다나거나, 이 사건 부동산이 원고에게 명의 신탁되었다고 볼 수 없음",대법원,대법원,일반행정,2020.02.06
5400,329190,심리불속행판결,대법원,대법원,일반행정,2021.03.11
5401,329192,(심리불속행)제2차 납세의무 지정 적법 여부,대법원,대법원,일반행정,2020.03.12
5402,326532,고객이 재화·용역을 공급받고 그 대가를 적립된 마일리지로 결제하는 경우 해당 마일리지 상당액은 에누리로써 과세표준에 포함하지 않음,대법원,대법원,일반행정,2020.02.27
5403,329746,(심리불속행) 검인계약서는 실지거래가액을 확인할 수 있는 증빙서류로서 진실한 거래내용에 따라 작성된 것으로 추정됨,대법원,대법원,일반행정,2020.03.12
5404,329904,미신고 시설의 교습용역에 대한 면세대상 여부,서울고등법원,하급심,일반행정,2021.02.03
5405,330004,"(심리불속행)과세관할 위반 여부, 국내 고정사업장 및 국내원천소득 산출 적정 여부",대법원,대법원,일반행정,2020.09.01
5406,336806,부동산 소유권 이전이 양도담보의 반환인지 여부,대법원,대법원,일반행정,2021.06.03
5407,326936,(심리불속행)상속세 연부연납 가산금을 산정함에 있어 연부연납 기간 동안 각각 개정된 이자율을 적용하는 것이 타당함,대법원,대법원,민사,2021.02.25
5408,327072,(심리불속행) 이 사건 오피스텔을 주택으로 볼 수 있는지,대법원,대법원,일반행정,2020.02.06
5409,337162,배우자와 50%씩 주식을 가지고 있는 법인의 체납에 따라 제2차 납세의무자로 지정 통보한 처분은 적법함,대법원,대법원,일반행정,2021.11.11
5410,337382,양도소득세 부과처분이 당연무효이거나 국세징수권이 소멸시효 완성으로 소멸하였다고 보기 어려움,청주지방법원,하급심,민사,2022.06.07
5411,324440,사해행위취소소송에서 수익자의 악의는 추정,창원지방법원,하급심,민사,2020.02.14
5412,327500,(무변론판결) 사해행위취소,경주지원,하급심,민사,2020.08.11
5413,327674,서민금융진흥원에 출연여부에 불구하고 휴면예금에 해당하면 교육세법 시행령 제4조 제2항 제3호에 따라 교육세 비과세 대상인지 등,대법원,대법원,일반행정,2020.08.20
5414,328320,(심리불속행) 증여자로 인정된 자 명의의 예금이 인출되어 납세자 명의의 예금계좌 등으로 예치된 사실이 밝혀진 이상 그 예금은 증여된 것으로 추정,대법원,대법원,일반행정,2020.01.01
5415,325882,원고가 부친으로부터 이 사건 토지를 증여 받은 것인지 여부,서울고등법원,하급심,일반행정,2020.06.24
